timestamp_us,adc_raw,voltage_V,field_mT
3838525,1921,1.548,4.783
3848525,1894,1.526,5.572
3858525,1859,1.498,6.594
3868525,1877,1.513,6.068
3878525,1904,1.534,5.279
3888525,1839,1.482,7.178
3898525,1867,1.505,6.360
3908525,1879,1.514,6.010
3918525,1976,1.592,3.176
3928525,1872,1.509,6.214
3938525,1862,1.501,6.506
3948525,1855,1.495,6.711
3958525,1848,1.489,6.915
3968525,1851,1.492,6.828
4200714,1871,1.508,6.243
4210525,1861,1.500,6.536
4220525,1820,1.467,7.733
4230525,1885,1.519,5.835
4240525,1878,1.513,6.039
4250525,1903,1.534,5.309
4260525,1859,1.498,6.594
4270525,1862,1.501,6.506
4280525,1837,1.480,7.237
4290525,1882,1.517,5.922
4300525,1878,1.513,6.039
4310525,1866,1.504,6.390
4320525,1847,1.488,6.945
4330525,1843,1.485,7.061
4340525,1875,1.511,6.127
4350525,1866,1.504,6.390
4360525,1861,1.500,6.536
4370525,1838,1.481,7.208
4380525,1869,1.506,6.302
4390525,1858,1.497,6.623
4400525,1873,1.509,6.185
4410525,1906,1.536,5.221
4420525,1783,1.437,8.814
4430525,1881,1.516,5.951
4440525,1877,1.513,6.068
4450525,1856,1.496,6.682
4460525,1866,1.504,6.390
4470525,1872,1.509,6.214
4480525,1865,1.503,6.419
4490525,1877,1.513,6.068
4500525,1865,1.503,6.419
4510525,1863,1.501,6.477
4520525,1874,1.510,6.156
4530525,1855,1.495,6.711
4540525,1885,1.519,5.835
4550525,1867,1.505,6.360
4560525,1877,1.513,6.068
4570525,1872,1.509,6.214
4580525,1850,1.491,6.857
4590525,1867,1.505,6.360
4600525,1879,1.514,6.010
4610525,1873,1.509,6.185
4620525,1906,1.536,5.221
4630525,1875,1.511,6.127
4640525,1872,1.509,6.214
4650525,1904,1.534,5.279
4660525,1874,1.510,6.156
4670525,1869,1.506,6.302
4680525,1850,1.491,6.857
4690525,1867,1.505,6.360
4700525,1847,1.488,6.945
4710525,1841,1.484,7.120
4720525,2017,1.625,1.978
4730525,1877,1.513,6.068
4740525,1871,1.508,6.243
4750525,1871,1.508,6.243
4760525,1857,1.496,6.652
4770525,1874,1.510,6.156
4780525,1918,1.546,4.871
4790525,1862,1.501,6.506
4800525,1842,1.484,7.091
4810525,1831,1.476,7.412
4820525,1858,1.497,6.623
4830525,1882,1.517,5.922
4840525,1874,1.510,6.156
4850525,1872,1.509,6.214
4860525,1855,1.495,6.711
4870525,1865,1.503,6.419
4880525,1871,1.508,6.243
4890525,1872,1.509,6.214
4900525,1872,1.509,6.214
4910525,1885,1.519,5.835
4920525,1849,1.490,6.886
4930525,1797,1.448,8.405
4940525,1846,1.488,6.974
4950525,1829,1.474,7.470
4960525,1863,1.501,6.477
4970525,1859,1.498,6.594
4980525,1877,1.513,6.068
4990525,1904,1.534,5.279
5000525,1862,1.501,6.506
5010525,1863,1.501,6.477
5020525,1842,1.484,7.091
5030525,1873,1.509,6.185
5040525,1873,1.509,6.185
5050525,1855,1.495,6.711
5060525,1865,1.503,6.419
5070525,1875,1.511,6.127
5080525,1939,1.563,4.257
5090525,1857,1.496,6.652
5100525,1869,1.506,6.302
5110525,1840,1.483,7.149
5120525,1892,1.525,5.630
5130525,1904,1.534,5.279
5140525,1884,1.518,5.864
5150525,1867,1.505,6.360
5160525,1882,1.517,5.922
5170525,1857,1.496,6.652
5180525,1857,1.496,6.652
5190525,1856,1.496,6.682
5422714,1872,1.509,6.214
